,itemId,name,ratingScore,review,location,sellerName,sellerId,brandName,price,inStock,originalPrice,isSponsored,category,itemSoldCntShow,itemUrl
14,2524334726,"Adda Ab07505hx Hoàn Toàn Mới 060300 Quạt Tản Nhiệt Máy Tính Xách Tay Hipaa 5v 0,50a Dành Cho Máy Tính Và Màn Hình Đa Nền Tảng",,,Hong Kong,TAO Hard Tools,200171226320,No Brand,219000,True,223000.0,False,laptop,42 sold,//www.lazada.vn/products/adda-ab07505hx-hoan-toan-moi-060300-quat-tan-nhiet-may-tinh-xach-tay-hipaa-5v-050a-danh-cho-may-tinh-va-man-hinh-da-nen-tang-i2524334726.html
15,1793284736,Laptop HP Victus 16-d0293TX 5Z9R4PA i5-11400H | 8GB | 512GB | GeForce RTX™ 3050Ti 4GB | 16.1' FHD 144Hz | Win 11,,,Vietnam,HP Authorized Store  by Hàng Chính Hiệu,200161356029,HP,19790000,True,27990000.0,False,laptop,,//www.lazada.vn/products/laptop-hp-victus-16-d0293tx-5z9r4pa-i5-11400h-8gb-512gb-geforce-rtx-3050ti-4gb-161-fhd-144hz-win-11-i1793284736.html
16,2594377012,Laptop ACER Predator Helios Neo PHN16-71-53M7 - Bảo hành 12 tháng,,,Vietnam,PHONG VU Official Store,200165709073,ACER,35490000,True,39589000.0,False,laptop,,//www.lazada.vn/products/laptop-acer-predator-helios-neo-phn16-71-53m7-bao-hanh-12-thang-i2594377012.html
17,2598413542,Laptop HP Victus 15-fb1022AX - 94F19PA (AMD Ryzen 5 7535HS) (Bạc) - Bảo hành 12 tháng,,,Vietnam,PHONG VU Official Store,200165709073,HP,18090000,True,25490000.0,False,laptop,,//www.lazada.vn/products/laptop-hp-victus-15-fb1022ax-94f19pa-amd-ryzen-5-7535hs-bac-bao-hanh-12-thang-i2598413542.html
18,2596952166,Laptop Asus Tuf Gaming F15 FX506HF-HN078W (i5-11260H) (Đen) - Bảo hành 24 tháng,,,Vietnam,PHONG VU Official Store,200165709073,ASUS,17990000,True,20119000.0,False,laptop,,//www.lazada.vn/products/laptop-asus-tuf-gaming-f15-fx506hf-hn078w-i5-11260h-den-bao-hanh-24-thang-i2596952166.html
19,2485506344,Laptop HP 15s-fq5228TU - 8U240PA (i3-1215U/RAM 8GB/512GB SSD/ Windows 11) - Bảo hành 12 tháng,,,Vietnam,PHONG VU Official Store,200165709073,HP,10290000,True,12990000.0,False,laptop,,//www.lazada.vn/products/laptop-hp-15s-fq5228tu-8u240pa-i3-1215uram-8gb512gb-ssd-windows-11-bao-hanh-12-thang-i2485506344.html
20,2370568169,MacBook Air 15 inch M2 2023 - Hàng Chính Hãng,5.0,4.0,Vietnam,Apple Flagship Store,1000001033,Apple,33990000,True,37990000.0,False,laptop,159 sold,//www.lazada.vn/products/macbook-air-15-inch-m2-2023-hang-chinh-hang-i2370568169.html
21,2646793442,Laptop Asus Vivobook 14 X1404ZA-NK386W (i3-1215U) (Xanh) - Bảo hành 24 tháng,5.0,1.0,Vietnam,PHONG VU Official Store,200165709073,ASUS,10090000,True,11990000.0,False,laptop,,//www.lazada.vn/products/laptop-asus-vivobook-14-x1404za-nk386w-i3-1215u-xanh-bao-hanh-24-thang-i2646793442.html
22,2404695155,DELL PRECISION 7520 CORE I7 6820HQ RAM 16G SSD 256G+1T 15.6INCH FHD VGA M2200,5.0,1.0,Vietnam,Laptop Cường Thịnh,1000444021,Dell,8300000,True,10500000.0,False,laptop,,//www.lazada.vn/products/dell-precision-7520-core-i7-6820hq-ram-16g-ssd-256g1t-156inch-fhd-vga-m2200-i2404695155.html
23,2660055070,DELL INSPIRON 3558 CORE I3 5005U RAM 8G SSD 256G 15.6INCH GIÁ RẺ,4.5,2.0,Vietnam,Laptop Cường Thịnh,1000444021,Dell,3000000,True,4500000.0,False,laptop,,//www.lazada.vn/products/dell-inspiron-3558-core-i3-5005u-ram-8g-ssd-256g-156inch-gia-re-i2660055070.html
24,2761113835,Laptop HP Envy x360 14-fa0046AU - A19BNPA (Ryzen 7 8840HS/RAM 32GB/Onboard/512GB SSD/ Windows 11) - Bảo hành 12 tháng,,,Vietnam,PHONG VŨ HP Certified Store,200175726112,HP,33790000,True,,False,laptop,,//www.lazada.vn/products/laptop-hp-envy-x360-14-fa0046au-a19bnpa-ryzen-7-8840hsram-32gbonboard512gb-ssd-windows-11-bao-hanh-12-thang-i2761113835.html
25,2524401227,Laptop AMD A4 4300 A6 4400 A8 4500 A10 4600 CPU Phiên Bản Chính Thức Lenovo,,,Hong Kong,TAO Hard Tools,200171226320,No Brand,172000,True,598000.0,False,laptop,,//www.lazada.vn/products/laptop-amd-a4-4300-a6-4400-a8-4500-a10-4600-cpu-phien-ban-chinh-thuc-lenovo-i2524401227.html
26,2283484421,DELL 7559 CORE I7 6700HQ RAM 16G SSD 256G 15.6INCH FULLHD VGA GTX 960M,,,Vietnam,Laptop Cường Thịnh,1000444021,Dell,7500000,True,9900000.0,False,laptop,,//www.lazada.vn/products/dell-7559-core-i7-6700hq-ram-16g-ssd-256g-156inch-fullhd-vga-gtx-960m-i2283484421.html
27,2701680753,Laptop MSI Cyborg 15 A13UC-861VN (i5-13420H) (Đen) - Bảo hành 24 tháng,,,Vietnam,PHONG VU Official Store,200165709073,MSI,20590000,True,21990000.0,False,laptop,,//www.lazada.vn/products/laptop-msi-cyborg-15-a13uc-861vn-i5-13420h-den-bao-hanh-24-thang-i2701680753.html
28,2645317482,Laptop Lenovo IdeaPad Slim 3 15IAH8 - 83ER000FVN (i5-12450H) (Xám) - Bảo hành 24 tháng,,,Hồ Chí Minh,PHONG VU Official Store,200165709073,Lenovo,15090000,True,16490000.0,False,laptop,,//www.lazada.vn/products/laptop-lenovo-ideapad-slim-3-15iah8-83er000fvn-i5-12450h-xam-bao-hanh-24-thang-i2645317482.html
29,2214933506,DELL PRECISION M4800 CORE I7 4800MQ RAM 16GB SSD 256GB 15.6INCH FULLHD VGA,5.0,2.0,Vietnam,Laptop Cường Thịnh,1000444021,Dell,6300000,True,8800000.0,False,laptop,5 sold,//www.lazada.vn/products/dell-precision-m4800-core-i7-4800mq-ram-16gb-ssd-256gb-156inch-fullhd-vga-i2214933506.html
30,2049010537,Máy Tính HP Probook 450 G5 Intel Core i5 8250U/RAM 16GB/SSD 256GB/15.6 inch FullHD,5.0,52.0,Vietnam,LaptopJP.vn chuyên laptop nhật,200174085377,HP,6900000,True,,False,laptop,123 sold,//www.lazada.vn/products/may-tinh-hp-probook-450-g5-intel-core-i5-8250uram-16gbssd-256gb156-inch-fullhd-i2049010537.html
31,1983102364,Laptop Lenovo ThinkPad X1 carbon Gen 7/Gen 6/Gen 5/ Core i7 / Core i5 / 14 FHD ultra-thin-super fast-genuine goods,4.885714285714286,70.0,Vietnam,Âu Cơ Store,200205711929,Lenovo ThinkPad,4190000,True,8000000.0,False,laptop,216 sold,//www.lazada.vn/products/laptop-lenovo-thinkpad-x1-carbon-gen-7-gen-6-gen-5-core-i7-core-i5-14-fhd-sieu-mong-sieu-nhanh-hang-chinh-hang-i1983102364.html
32,2429255308,Laptop HP Spectre x360 2-in-1 14-ef2062TU 8F5T5PA i7-1355U | 16GB | 1TB | Intel Iris Xe Graphics | 13.5' WUXGA Touch,,,Vietnam,HP Authorized Store  by Hàng Chính Hiệu,200161356029,HP,49190000,True,52990000.0,False,laptop,,//www.lazada.vn/products/laptop-hp-spectre-x360-2-in-1-14-ef2062tu-8f5t5pa-i7-1355u-16gb-1tb-intel-iris-xe-graphics-135-wuxga-touch-i2429255308.html
33,251077513,"Laptop HP 4740S i5 , SSD120G , Ram 8G (Nhập Khẩu Japan Giá sinh viên full box good 100% bảo hành 12 tháng)",,,Vietnam,laptop nhập US-UK,100223218,Intech,1998000,True,,False,laptop,,//www.lazada.vn/products/laptop-hp-4740s-i5-ssd120g-ram-8g-nhap-khau-japan-gia-sinh-vien-full-box-good-100-bao-hanh-12-thang-i251077513.html
34,1842374729,Laptop 2 in 1 Dell Latitude E7390 mới 98%,,,Vietnam,Maytinhnhapkhaugiare,100177154,Dell,5990000,True,11490000.0,False,laptop,,//www.lazada.vn/products/laptop-2-in-1-dell-latitude-e7390-moi-98-i1842374729.html
35,2624810618,MacBook Air M3 13.6 inch 2024 - Hàng Chính Hãng,5.0,3.0,Vietnam,Apple Flagship Store,1000001033,Apple,27290000,True,27999000.0,False,laptop,32 sold,//www.lazada.vn/products/macbook-air-m3-136-inch-2024-hang-chinh-hang-i2624810618.html
36,2474503259,"Laptop HP 15s-fq5231TU,Core i3-1215U,8GB RAM,256GB SSD,Intel Graphics,15.6""FHD,Webcam,3 Cell,Wlan ac+BT,Win11 Home 64,Natural Silver,1Y WTY_8U241PA - Hàng Chính Hãng",5.0,1.0,Vietnam,HP Flagship Store,19816,HP,11150000,True,11990000.0,False,laptop,,//www.lazada.vn/products/laptop-hp-15s-fq5231tucore-i3-1215u8gb-ram256gb-ssdintel-graphics156fhdwebcam3-cellwlan-acbtwin11-home-64natural-silver1y-wty_8u241pa-hang-chinh-hang-i2474503259.html
37,2538068699,"Dell Alienware M18 R1 (2023) Core™ i9-13900HX, RAM 32GB, SSD 1TB, RTX 4080, FHD+ 480Hz",,,Vietnam,Trí Cường Mobile,18741,Dell,69999000,True,,False,laptop,,//www.lazada.vn/products/dell-alienware-m18-r1-2023-core-i9-13900hx-ram-32gb-ssd-1tb-rtx-4080-fhd-480hz-i2538068699.html
38,2624662600,LAPTOP DELL PRECISION 7520 CORE I7 6820HQ RAM 16G SSD 256G 15.6INCH FHD VGA M2200,,,Vietnam,Laptop Cường Thịnh,1000444021,Dell,8990000,True,11500000.0,False,laptop,,//www.lazada.vn/products/laptop-dell-precision-7520-core-i7-6820hq-ram-16g-ssd-256g-156inch-fhd-vga-m2200-i2624662600.html
39,2584866792,Laptop HP ProBook 440 G10 - 873A2PA (i3-1315U) (Bạc) -  Bảo hành 12 tháng,,,Vietnam,PHONG VU Official Store,200165709073,HP,13390000,True,17039000.0,False,laptop,,//www.lazada.vn/products/laptop-hp-probook-440-g10-873a2pa-i3-1315u-bac-bao-hanh-12-thang-i2584866792.html
40,2413522293,Máy tính xách tay/ Laptop Acer Aspire 3 A315-59-381E (NX.K6TSV.006) (i3-1215U) (Bạc) - Bảo hành 12 tháng,,,Vietnam,PHONG VU Official Store,200165709073,ACER,10050000,True,14790000.0,False,laptop,,//www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-aspire-3-a315-59-381e-nxk6tsv006-i3-1215u-bac-bao-hanh-12-thang-i2413522293.html
41,2290435282,"Thanh lý Laptop HP 450 , core I3, ram 4G, ô cứng 120G, Giá bán 1,4 triệu.",,,Vietnam,1 CÔNG TY VI TÍNH ĐÌNH VĂN CN1,200336368078,No Brand,1400000,True,,False,laptop,,//www.lazada.vn/products/thanh-ly-laptop-hp-450-core-i3-ram-4g-o-cung-120g-gia-ban-14-trieu-i2290435282.html
42,2463189942,DELL PRECISION 7720 CORE I7 6820HQ Ram 32G SSD 512G +1T 17.3INCH FHD VGA P3000,5.0,4.0,Vietnam,Laptop Cường Thịnh,1000444021,Dell,10200000,True,13500000.0,False,laptop,10 sold,//www.lazada.vn/products/dell-precision-7720-core-i7-6820hq-ram-32g-ssd-512g-1t-173inch-fhd-vga-p3000-i2463189942.html
43,2495592720,DELL PRECISION 7520 CORE I7 6820HQ RAM 16GB SSD 256GB+1T 15.6INCH FHD VGA AMD PRO W4130,,,Vietnam,Laptop Cường Thịnh,1000444021,Dell,8000000,True,10500000.0,False,laptop,,//www.lazada.vn/products/dell-precision-7520-core-i7-6820hq-ram-16gb-ssd-256gb1t-156inch-fhd-vga-amd-pro-w4130-i2495592720.html
44,2506535138,Máy tính xách tay/ Laptop Asus TUF Gaming F15 FX507ZC4-HN074W (i5-12500H) (Xám) - Bảo hành 24 tháng,,,Vietnam,PHONG VU Official Store,200165709073,ASUS,20399000,True,23990000.0,False,laptop,,//www.lazada.vn/products/may-tinh-xach-tay-laptop-asus-tuf-gaming-f15-fx507zc4-hn074w-i5-12500h-xam-bao-hanh-24-thang-i2506535138.html
45,2634584435,Laptop xách tay giá rẻ DELL XPS 13 9380  I5–8265U | Ram 8GB | SSD 256GB | 13.3″ HD | Card On Pin 90%,,,Vietnam,JVC LAPTOP ,200614752017,Dell,8500000,True,,False,laptop,,//www.lazada.vn/products/laptop-xach-tay-gia-re-dell-xps-13-9380-i58265u-ram-8gb-ssd-256gb-133-hd-card-on-pin-90-i2634584435.html
46,2518402920,Laptop HP Victus 15-fb1022AX - 94F19PA (Ryzen 5 7535HS/RAM 16GB/512GB SSD/ Windows 11) - Bảo hành 12 tháng,5.0,0.0,Vietnam,PHONG VŨ HP Certified Store,200175726112,HP,19090000,True,25490000.0,False,laptop,,//www.lazada.vn/products/laptop-hp-victus-15-fb1022ax-94f19pa-ryzen-5-7535hsram-16gb512gb-ssd-windows-11-bao-hanh-12-thang-i2518402920.html
47,2735264335,MacBook Pro 14 inch M3 Pro 2023 (18GB RAM| 14 core GPU| 512GB SSD),,,Vietnam,Hệ Thống Shopdunk,1000251652,Apple,51455000,True,59990000.0,False,laptop,,//www.lazada.vn/products/macbook-pro-14-inch-m3-pro-2023-18gb-ram-14-core-gpu-512gb-ssd-i2735264335.html
48,2413133403,Laptop HP ProBook 440 G10 873A2PA (Core i3-1315U | 8GB | 256GB | Intel UHD Graphics | 14 inch FHD | Win11 | Silver) - Hàng Chính Hãng,,,Vietnam,HP Flagship Store,19816,HP,15000000,True,16990000.0,False,laptop,,//www.lazada.vn/products/laptop-hp-probook-440-g10-873a2pa-core-i3-1315u-8gb-256gb-intel-uhd-graphics-14-inch-fhd-win11-silver-hang-chinh-hang-i2413133403.html
49,2541227079,DELL LATITUDE 7390 CORE I7 8650U RAM 16G SSD 512G 13.3INCH FHD IPS GIÁ RẺ TẶNG KÈM BỘ PHỤ KIỆN,,,Vietnam,Laptop Cường Thịnh,1000444021,Dell,6900000,True,9900000.0,False,laptop,,//www.lazada.vn/products/dell-latitude-7390-core-i7-8650u-ram-16g-ssd-512g-133inch-fhd-ips-gia-re-tang-kem-bo-phu-kien-i2541227079.html
50,2687671020,Laptop AI ASUS Zenbook 14 OLED - UX3405MA-PP152W (Ultra 7-155H/RAM 32GB/1TB SSD/ Windows 11) -Bảo hành 24 tháng,,,Vietnam,PHONG VU Official Store,200165709073,ASUS,32650000,True,34990000.0,False,laptop,,//www.lazada.vn/products/laptop-ai-asus-zenbook-14-oled-ux3405ma-pp152w-ultra-7-155hram-32gb1tb-ssd-windows-11-bao-hanh-24-thang-i2687671020.html
51,2660710834,Laptop Asus TUF Gaming A15 FA506NF-HN005W (AMD Ryzen 5-7535HS) (Đen) - Bảo hành 24 tháng,,,Vietnam,PHONG VU Official Store,200165709073,ASUS,16390000,True,19990000.0,False,laptop,,//www.lazada.vn/products/laptop-asus-tuf-gaming-a15-fa506nf-hn005w-amd-ryzen-5-7535hs-den-bao-hanh-24-thang-i2660710834.html
52,2474420303,"Dell Precision 7710 laptop with high configuration, high-end workstation, Core i7, 8gb Ram, 256gb SSD hard drive, VGA M3000M, 15.6 Full HD screen, good price laptop",5.0,7.0,Vietnam,Laptop.Hadong,200164089263,Dell,8000000,True,11800000.0,False,laptop,74 sold,//www.lazada.vn/products/laptop-dell-precision-7710-cau-hinh-cao-dong-may-tram-cao-cap-core-i7-ram-8gb-o-cung-ssd-256gb-vga-m3000m-man-hinh-156-full-hd-laptop-gia-tot-i2474420303.html
53,1765170856,DELL 7470 i5 i7 16G 512G MÀN HÌNH 14 in CẢM ỨNG CHẠM TAY SIÊU MƯỢT ĐỘ PHÂN GIẢI GIẢI 2K + SIÊU NÉT,4.912280701754386,57.0,Vietnam,LAPTOP ANHKIEN,200175747138,Dell,4625000,True,,False,laptop,162 sold,//www.lazada.vn/products/dell-7470-i5-i7-16g-512g-man-hinh-14-in-cam-ung-cham-tay-sieu-muot-do-phan-giai-giai-2k-sieu-net-i1765170856.html
54,2687522209,Laptop Asus TUF Gaming A15 FA507NU-LP070W (AMD Ryzen 7 7735HS) (Bạc) - Bảo hành 24 tháng,,,Hồ Chí Minh,PHONG VU Official Store,200165709073,ASUS,26890000,True,28990000.0,False,laptop,,//www.lazada.vn/products/laptop-asus-tuf-gaming-a15-fa507nu-lp070w-amd-ryzen-7-7735hs-bac-bao-hanh-24-thang-i2687522209.html
55,2391912424,Lenovo Thinkpad / Tosiba / Dell Core i5  / RAM 8GB / SSD 256GB / Màn 12.5 inch HD 1366x768 (Phím JP) Hàng Chính Hãng,5.0,8.0,Vietnam,ÂU CƠ OFFICE,200254416546,TOMKO,1990000,True,,False,laptop,24 sold,//www.lazada.vn/products/lenovo-thinkpad-tosiba-dell-core-i5-ram-8gb-ssd-256gb-man-125-inch-hd-1366x768-phim-jp-hang-chinh-hang-i2391912424.html
56,2716952254,Laptop Giáo dục Masstel E140 - Hàng chính hãng - Mua App quản lý con tặng ngay laptop Giáo dục Masstel E140 - 8/256GB,,,Vietnam,JoyStar Kids,200714048288,JoyStar,6990000,True,,False,laptop,,//www.lazada.vn/products/laptop-giao-duc-masstel-e140-hang-chinh-hang-mua-app-quan-ly-con-tang-ngay-laptop-giao-duc-masstel-e140-8256gb-i2716952254.html
57,1218854341,MacBook Air M1 2020 (8GB RAM | 256GB SSD),5.0,8.0,Vietnam,Hệ Thống Shopdunk,1000251652,Apple,19010000,True,28990000.0,False,laptop,65 sold,//www.lazada.vn/products/macbook-air-m1-2020-8gb-ram-256gb-ssd-i1218854341.html
58,2413443257,Máy tính xách tay/ Laptop Acer Nitro 5 Tiger AN515-58-52SP (i5-12500H) (NH.QFHSV.001) (Đen) - Bảo hành 12 tháng,,,Vietnam,PHONG VU Official Store,200165709073,ACER,21290000,True,29490000.0,False,laptop,,//www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-nitro-5-tiger-an515-58-52sp-i5-12500h-nhqfhsv001-den-bao-hanh-12-thang-i2413443257.html
59,2058047500,"Dell Precision 7520 Core i7-6820HQ, RAM 16G SSD 512G , Quadro M2000m, 15.6 inch Full HD IPS",5.0,11.0,Vietnam,LAPTOP ANHKIEN,200175747138,Dell,8990000,True,,False,laptop,75 sold,//www.lazada.vn/products/dell-precision-7520-core-i7-6820hq-ram-16g-ssd-512g-quadro-m2000m-156-inch-full-hd-ips-i2058047500.html
60,2584786481,Laptop HP 15s-fq5228TU - 8U240PA (i3-1215U) (Xanh) - Bảo hành 12 tháng,,,Vietnam,PHONG VU Digital Store,200167869009,HP,10290000,True,12990000.0,False,laptop,,//www.lazada.vn/products/laptop-hp-15s-fq5228tu-8u240pa-i3-1215u-xanh-bao-hanh-12-thang-i2584786481.html
61,2503251195,Laptop Gaming Lenovo IdeaPad Gaming 3 15ACH6 | AMD Ryzen 5-5600H | Ram 8GB | SSD 256GB | RTX 3050 4GB | 15.6 Inch FHD IPS 120Hz,,,Vietnam,Thanhmaistore.vn,200224701299,Lenovo,11935000,True,,False,laptop,,//www.lazada.vn/products/laptop-gaming-lenovo-ideapad-gaming-3-15ach6-amd-ryzen-5-5600h-ram-8gb-ssd-256gb-rtx-3050-4gb-156-inch-fhd-ips-120hz-i2503251195.html
62,2413637832,Máy tính xách tay/ Laptop Acer Nitro 5 Tiger AN515-58-5935 (i5-12450H) (Đen) - Bảo hành 12 tháng,,,Vietnam,PHONG VU Official Store,200165709073,ACER,26190000,True,28589000.0,False,laptop,,//www.lazada.vn/products/may-tinh-xach-tay-laptop-acer-nitro-5-tiger-an515-58-5935-i5-12450h-den-bao-hanh-12-thang-i2413637832.html
63,2761621738,Laptop Asus Vivobook S 16 OLED S5606MA Ultra 5 125H/16GB/512GB/120Hz/Win11 (MX050W),,,Vietnam,thegioididongofficial,200169255095,ASUS,24990000,True,27990000.0,False,laptop,,//www.lazada.vn/products/laptop-asus-vivobook-s-16-oledma-ultra-5-125h16gb512gb120hzwin11-mx050w-i2761621738.html
64,2024867415,"Laptop Asus Vivo Book X403F Core i7-8565U, 16gb ram, 512gb SSD, 14” Full HD sRGB vỏ nhôm pin trâu.",5.0,1.0,Vietnam,KHOA DUC COMPUTER,100119492,ASUS,4900000,True,,False,laptop,,//www.lazada.vn/products/laptop-asus-vivo-book-x403f-core-i7-8565u-16gb-ram-512gb-ssd-14-full-hd-srgb-vo-nhom-pin-trau-i2024867415.html
65,2359359903,"Đế dưới laptop, mâm laptop, main laptop CPU i3 i5 Ram 4G HDD SSD dùng thay case giá chỉ mấy trăm nghìn",,,Vietnam,Máy tính Liketech,200168028317,Dell,600000,True,,False,laptop,,//www.lazada.vn/products/de-duoi-laptop-mam-laptop-main-laptop-cpu-i3-i5-ram-4g-hdd-ssd-dung-thay-case-gia-chi-may-tram-nghin-i2359359903.html
66,2594092930,Laptop Acer Nitro 5 AN515-58-5193 (NH.QLZSV.004) (i5-12450H) (Đen) - Bảo hành 12 tháng,,,Vietnam,PHONG VU Official Store,200165709073,ACER,27490000,True,29689000.0,False,laptop,,//www.lazada.vn/products/laptop-acer-nitro-5-an515-58-5193-nhqlzsv004-i5-12450h-den-bao-hanh-12-thang-i2594092930.html
67,2727658162,Laptop Lenovo LOQ 15IAX9 - 83GS004BVN (i5-12450HX) (Xám) - Bảo hành 36 tháng,,,Vietnam,PHONG VU Official Store,200165709073,Lenovo,24490000,True,,False,laptop,,//www.lazada.vn/products/laptop-lenovo-loq-15iax9-83gs004bvn-i5-12450hx-xam-bao-hanh-36-thang-i2727658162.html
68,2594179816,Laptop Acer Gaming Aspire 7 A715-76G-5806 (i5-12450H) (Đen) - Bảo hành 12 tháng,,,Vietnam,PHONG VU Official Store,200165709073,ACER,20590000,True,23089000.0,False,laptop,,//www.lazada.vn/products/laptop-acer-gaming-aspire-7-a715-76g-5806-i5-12450h-den-bao-hanh-12-thang-i2594179816.html
69,2668276467,Laptop Asus Vivobook S 14 OLED S5406MA-PP028W (Ultra 5-125H) (Xanh) - Bảo hành 24 tháng,,,Hồ Chí Minh,PHONG VU Official Store,200165709073,ASUS,25090000,True,25990000.0,False,laptop,,//www.lazada.vn/products/laptop-asus-vivobook-s-14-oledma-pp028w-ultra-5-125h-xanh-bao-hanh-24-thang-i2668276467.html
70,2247771090,DELL PRECISION M6800 CORE I7 4800MQ RAM 16G SSD 256G 17.3INCH FHD VGA,,,Vietnam,Laptop Cường Thịnh,1000444021,Dell,7800000,True,11000000.0,False,laptop,,//www.lazada.vn/products/dell-precision-m6800-core-i7-4800mq-ram-16g-ssd-256g-173inch-fhd-vga-i2247771090.html
